text,aspect,label
I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,positive
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral
I eventually did the migration from my iMac backup disc which uses USB.,USB,neutral
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",sd memory car expansion,neutral
"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,negative
But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,positive
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs,neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows Server Enterprise 2003,neutral
I am using the external speaker- sound is good.,external speaker,positive
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",charge,negative
Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,syncing,positive
Enjoy that Toshib force and durability unparalleled,durability,positive
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",looks,positive
It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,fires up,positive
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,neutral
Design: very durable.,Design,positive
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",power brick,neutral
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,neutral
I charge it at night and skip taking the cord with me because of the good battery life.,cord,neutral
-Touchpad will take a bit of time to get used to.,Touchpad,neutral
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",buttons,negative
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk,negative
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife,positive
Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty,negative
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Specs,negative
OS X is solid with lots of innovations such as quicklook which save heaps of time.,quicklook,positive
Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,negative
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Warrenty,neutral
This computer is exceptionally thin for it's screen size and processing power.,screen size,positive
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,positive
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,neutral
Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,negative
Disappointing for such a lovely screen and at a reasonable price,screen,positive
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",tech issues,positive
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",built,positive
It runs very quiet too which is a plus.,runs,positive
I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.,warranty,neutral
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",firefox,positive
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",battery life,positive
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,positive
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",keyboard,positive
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",update,negative
The difference is the Toshiba had a lot more memory and hard drive space.,hard drive space,positive
The screen resolution was exactly what I was looking for.,screen resolution,positive
I am forever changed and will no longer buy a Windows based machine for personal use.,Windows,negative
It's just as fast with one program open as it is with sixteen open.,program,neutral
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive
My laptop now has no battery.,battery,negative
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,neutral
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,positive
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,positive
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,positive
The first full charge of this battery got me only about 2 full hours.,battery,negative
Its fast and another thing I like is that it has three USB ports.,USB ports,positive
It has easy to use features and all the speed and power I could ask for.,power,positive
"It is fast booting up , shutting down, and connection with the internet.",connection with the internet,positive
"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",power supply,negative
"I love the size, keyboard, the functions.",size,positive
"Graphics are clean and sharp, internet interfaces are seamless.",internet interfaces,positive
The graphics on this computer are also stellar - very clear and vivid.,graphics,positive
I'm really impressed with the quality and performance for the price of the computer.,price,positive
The built-in webcam is great for Skype and similar video-chat services.,built-in webcam,positive
Easy to start up and does not overheat as much as other laptops.,start up,positive
The keyboard is top notch.,keyboard,positive
"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,positive
It is easy to use and lightweight.,use,positive
And having to deal with the company has been a even worse nightmare.,company,negative
I loaded windows 7 via Bootcamp and it works flawlessly!,Bootcamp,positive
"I love the feel of the key board, as well as the trackpad.",trackpad,positive
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard functions,negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",core applications,negative
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",quality,negative
Love the stability of the Mac software and operating system.,operating system,positive
"Navigation through the computer is far superior compared to Windows operating systems, as well.",Navigation,positive
"Looks nice, but has a horribly cheap feel.",feel,negative
"It is well worth the money it cost, Very good investment.",cost,positive
The iLife software that comes with the computer is so simple to use and produces a great finished product.,use,positive
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,fan blade,negative
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,positive
"  I definitely suggest getting an extended warranty, you will probably need it!",extended warranty,positive
"Now,,,,,my monitor has been acting up for about 2 months.",monitor,negative
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,positive
The best thing about this laptop is the price along with some of the newer features.,price,positive
It's wonderful for computer gaming.,gaming,positive
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iPhoto,positive
The screen shows great colors.,colors,positive
Charger seems large for this class of computer.,Charger,negative
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iPhoto,positive
This is a review of windows vista system.,windows vista system,neutral
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,negative
"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,neutral
The battery life is great.,battery life,positive
"But to be honest, the compatibility issues and the other little quirks make me think I ll buy a PC next time.",compatibility,negative
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",DVD burner,positive
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,negative
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,neutral
Right size and weight for portability.,weight,positive
"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.",video card,negative
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",Web access,negative
It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,positive
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",DVD,positive
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,negative
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",heat sink,negative
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,Adobe Creative Suite,neutral
"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,negative
I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,negative
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,Cords,negative
Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,negative
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,negative
It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,negative
"The computer runs extremely slowly, whether opening Word or My Computer.",runs,negative
"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,neutral
Peformance is good for the price.,price,positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,positive
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Keynotes,positive
"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,positive
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,neutral
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,negative
Many of my classmates computers hard drives crashed.,hard drives,negative
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,positive
They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,neutral
Price and purpose is awesome!,Price,positive
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,SERVICE FACILITY,negative
The battery gets so HOT it is scary.,battery,negative
"I've owned this labtop for less then two months, already the mouse button has broke.",mouse button,negative
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",runs,positive
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,positive
The only problem is a lack of screen resolutions!,screen resolutions,negative
I can have both OSX and Windows XP running at the same time!,OSX,positive
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office programs,neutral
My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound,negative
Another included program that is laughable is the chess game.,included program,negative
Spent 2 hours on phone with HP Technical Support.,HP Technical Support,neutral
"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.",use,positive
What I'd like is for the laptop to run well without having to purchase additional memory.,run,neutral
I wasn't a big fan of the Netbooks but this one was very well designed.,designed,positive
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,mobile video editing,neutral
"The processor went on me, the fan went and the motherboard went.",motherboard,negative
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,neutral
Unable to boot up this brand new laptop.,boot up,negative
This is a nicely sized laptop with lots of processing power and long battery life.,battery life,positive
"  Also, the battery does not last very long at all.",battery,negative
Boots up fast and runs great!,runs,positive
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",MS Office,negative
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply,negative
Loaded with bloatware.,bloatware,neutral
Very fast boot up and shut down.,shut down,positive
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,neutral
"Good keyboard, long battery life, largest hard drive and windows 7.",battery life,positive
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,negative
It had most of the features and all of the power that I wanted to replace my desktop machine.,power,positive
Apple care included.,Apple care,neutral
"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.",Norton,negative
"We love the size of the screen, although it is still lightweight and very easy to tote around.",tote,positive
Speakers doesn't sound that great.,Speakers,negative
Screen size is perfect for portable use in any environment.,Screen size,positive
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,positive
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,positive
Not easy to carry.,carry,negative
There is nothing to complain about the system.,system,positive
I love the operating system and the preloaded software.,operating system,positive
It is super easy to use.,use,positive
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",LCD,neutral
And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,positive
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",construction quality,positive
"The screen graphics and clarity, and sharpness are great.",sharpness,positive
They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents,negative
"My husband uses it mostly for games, email and music.",games,neutral
The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,negative
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design,positive
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,negative
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYBOARD,negative
"Love the graphics, awesome programs (including Garageband), and really cool default background.",Garageband,positive
  the battery is irreplaceable.,battery,negative
"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",twin packing,positive
I couldn't believe how long the battery lasted on a single charge.,battery,positive
"Waiting for the i7 was well worth it, great value for the price.",price,positive
Downfalls: sharp edges.,edges,negative
Awesome graphics!,graphics,positive
"I love its solid build, light wt and excellent battery life (for now).",build,positive
Hmmm - that high failure rate sure isn't reflected in the retail price.,retail price,negative
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,positive
"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",run,positive
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",2 GB of RAM,positive
This laptop meets every expectation and Windows 7 is great!,Windows 7,positive
-I propose that they can just swap the hard drives.,hard drives,neutral
I looked around and based off my price/features comparison from a brand I trusted I landed here.,features,neutral
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PORTABILITY,positive
Very good quality and well made.,quality,positive
"Love the speed, especially!",speed,positive
It's software and speed enable it to do amazing things.,software,positive
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,positive
"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps,positive
Excellent LED monitor and well equipped.,LED monitor,positive
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",screen,positive
Every driver on the drivers/applications DVD is everything you will need for a reload.,drivers/applications DVD,positive
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,positive
"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory stick,neutral
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,PRODUCT KEY,negative
Its good for playing my apps on Facebook or watching movies.,playing,positive
Awesome laptop and the perfect size to carry around in college.,size,positive
Keyboard could use some trimming.,Keyboard,negative
Then it ceased charging at all.,charging,negative
Came fully loaded - good.,loaded,positive
"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,negative
"Again, the same problem, the right speaker did not work.",right speaker,negative
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,negative
Not to mention it has shit gigs.,gigs,negative
It's now all commodity hardware.,commodity hardware,neutral
The software is amazing.,software,positive
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,negative
"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",2GB stick of memory,positive
I regret buying it before understanding how awful it is to use.,use,negative
The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen,positive
And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,positive
The unibody design is edgy and durable.,unibody design,positive
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,iWork,negative
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",PhotoBooth,positive
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,positive
"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,negative
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,neutral
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,neutral
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,neutral
It gives me the power and speed that I need to run all the programs I use to edit.,power,positive
They are about the same size keys.,keys,neutral
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,positive
lots of extra space but the keyboard is ridiculously small.,space,positive
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,radeon 5850,negative
I have not had a problem with the applications quitting or freezing.,applications,positive
I just took the broken cords into the Apple store and they gave me new ones.,cords,positive
"I love the feel of the key board, as well as the trackpad.",key board,positive
(No problem with the ordering or shipping by the way.,shipping,positive
It has all the features that are necessary for college and if not they are able to be added onto the computer.,features,positive
"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,positive
It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Microsoft Office 2003,negative
"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,neutral
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",rep,negative
A key contributor that led me to Mac is the art aspect.,art aspect,positive
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,neutral
It is easy to go from one keyboard to another.,keyboard,neutral
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,negative
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,negative
It rarely works and when it does it's incredibly slow.,works,negative
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,neutral
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,Acer screen,negative
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",twin packing,positive
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen,positive
lots of preloaded software.,preloaded software,positive
Wonderful sleek case design is only on the outside.,case design,positive
You can call HP and they want you to buy more software to fix it.,software,neutral
) And printing from either word processor is an adventure.,word processor,negative
"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,negative
"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",1GB of RAM,negative
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","repair ""depot""",negative
"It's like 9 punds, but if you can look past it, it's GREAT!",9 punds,negative
Screen is crystal clear and the system is very responsive.,Screen,positive
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,positive
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",look,positive
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,negative
I like how the Mac OS is so simple and easy to use.,use,positive
Peformance is good for the price.,Peformance,positive
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",built-in camera,positive
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,negative
The machine is slow to boot up and occasionally crashes completely.,boot up,negative
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Price,negative
I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,OS,neutral
Keyboard good sized and wasy to use.,Keyboard,positive
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price,positive
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",runs,positive
The wheel that turns the volume up and down doesn't work in real time.,wheel,negative
I love the keyboard.,keyboard,positive
"Some features arent friendly ( volume wheel, sound quality, etc.",sound quality,negative
3) Horrible customer support,customer support,negative
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",colors,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,positive
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,positive
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,positive
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,shut down,negative
"Not too much ""junk"" software to remove.",software,positive
It is not ideal for children because of the temp.,temp,negative
The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,negative
"I am not sure if it was the drive itself, however;",drive,neutral
"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications,positive
"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,negative
"Unfortunately, Apple's quality has continued to slide.",quality,negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",sound card,negative
It's super fast and a great value for the price!,value,positive
Its white color is stylish for college students and easy to take to carry and take to classes.,color,positive
There are no viruses or spyware to worry about like on a Windows computer.,Windows,negative
The iLife software that comes with the computer is so simple to use and produces a great finished product.,iLife software,positive
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apps,positive
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keyboard,negative
"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,neutral
"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,positive
"however, I may have inadvertently thrown out one of the batteries with the shipping carton.",batteries,neutral
"I love this program, it is superior to windows movie maker.",windows movie maker,negative
little short on RAM but you get what you pay for.,RAM,negative
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,design based programs,neutral
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",programs,positive
"The price is great for this model, I only plan on using it for media in the entertainment room.",price,positive
"Then, within 5 months, the charger crapped out on me.",charger,negative
"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",3 year warranty,negative
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),motherboard chip,neutral
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",beauty,positive
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,negative
It was truly a great computer costing less than one thousand bucks before tax.,costing,positive
Sony parts reliability and quality of service is recenlty the worst.,service,negative
"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,positive
"THEN, one month after the warranty expired, the replacement charger went.",replacement charger,negative
"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",iChat,positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",functions,positive
The paint wears off easily due to the keyboard being farther back than usual.,paint,negative
It has a lot of memory and a great battery life.,battery life,positive
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,software,negative
"The battery life is amazing, the versitility is outstanding.",battery life,positive
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,neutral
"For me, keys were starting to get stuck and wouldn't type very well.",keys,negative
It is easy to navigate and update programs.,navigate,positive
It is easy to navigate and update programs.,update programs,neutral
Love that it doesn't take up space like a regular computer.,space,positive
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative
"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges,negative
Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto,positive
"It is a REAL touchpad, not the toy I saw in other brands.",touchpad,positive
1.You can not change your desktop background (window's 7 starter does NOT support that function).,window's 7 starter,negative
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative
"I chose the iBookG4, a laptop that is an attractive computer with a large screen big enough to please anyone.",screen,positive
I love to write and play with graphics and html programming and my new Toshiba works great on both!,works,positive
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,negative
"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,negative
"Good keyboard, long battery life, largest hard drive and windows 7.",hard drive,positive
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",program,positive
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",mother board,negative
Mac is not made for gaming.,gaming,negative
Wonderful zooming.,zooming,positive
"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",warrenty,negative
PC never worked right even after BIOS fixed.,BIOS,negative
They are by far the easiest systems to actually learn about computers with.,systems,positive
Everything from the design to the OS is simple and to the point.,design,positive
and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows XP Professional,neutral
"My Toshiba did not have sound on everything, just certain things.",sound,negative
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative
